Date,Transaction_ID,Payer_UPI,Amount,Status,Payment_Mode
2026-06-02 02:35:32,PAYTMP100064,payer641@okaxis,15.59,Success,UPI
2026-06-02 03:19:36,PAYTMP100020,payer935@okaxis,34.49,Success,Debit Card
2026-06-02 05:27:15,PAYTMP100092,payer459@okaxis,30.91,Success,Wallet
2026-06-02 05:47:54,PAYTMP100033,payer216@okaxis,49.63,Failed,UPI
2026-06-02 07:17:42,PAYTMP100101,payer465@okaxis,53.92,Failed,UPI
2026-06-02 11:07:10,PAYTMP100026,payer340@okaxis,59.16,Success,Credit Card
2026-06-02 19:10:09,PAYTMP100106,payer412@okaxis,32.88,Success,Wallet
2026-06-02 23:14:04,PAYTMP100100,payer447@okaxis,5.31,Success,Credit Card
2026-06-02 23:27:25,PAYTMP100086,payer179@okaxis,42.44,Failed,UPI
2026-06-03 01:22:33,PAYTMP100022,payer814@okaxis,41.53,Success,UPI
2026-06-03 10:46:30,PAYTMP100066,payer530@okaxis,12.96,Success,UPI
2026-06-03 12:25:27,PAYTMP100094,payer176@okaxis,50.97,Failed,UPI
2026-06-03 12:49:46,PAYTMP100021,payer523@okaxis,31.4,Success,UPI
2026-06-03 23:13:14,PAYTMP100110,payer476@okaxis,44.92,Success,UPI
2026-06-03 23:57:20,PAYTMP100147,payer847@okaxis,17.67,Success,Net Banking
2026-06-04 00:13:21,PAYTMP100056,payer632@okaxis,41.39,Success,Wallet
2026-06-04 03:54:49,PAYTMP100117,payer425@okaxis,21.28,Success,UPI
2026-06-04 09:37:18,PAYTMP100028,payer181@okaxis,56.17,Success,UPI
2026-06-04 16:13:31,PAYTMP100076,payer883@okaxis,5.39,Success,UPI
2026-06-04 16:52:14,PAYTMP100034,payer164@okaxis,6.91,Success,Wallet
2026-06-04 21:01:12,PAYTMP100075,payer446@okaxis,25.85,Success,UPI
2026-06-04 22:23:30,PAYTMP100057,payer627@okaxis,49.79,Success,UPI
2026-06-04 22:23:42,PAYTMP100059,payer932@okaxis,42.19,Failed,UPI
2026-06-04 23:01:55,PAYTMP100125,payer113@okaxis,50.44,Success,UPI
2026-06-05 00:17:29,PAYTMP100001,payer952@okaxis,16.8,Success,UPI
2026-06-05 05:44:05,PAYTMP100144,payer648@okaxis,6.53,Failed,UPI
2026-06-05 05:59:09,PAYTMP100032,payer831@okaxis,5.69,Success,Credit Card
2026-06-05 08:38:54,PAYTMP100108,payer220@okaxis,17.46,Success,UPI
2026-06-05 11:21:56,PAYTMP100122,payer898@okaxis,34.21,Success,Wallet
2026-06-05 16:14:38,PAYTMP100095,payer482@okaxis,21.04,Success,UPI
2026-06-05 16:31:45,PAYTMP100146,payer654@okaxis,7.82,Failed,UPI
2026-06-05 17:18:59,PAYTMP100109,payer321@okaxis,20.69,Success,UPI
2026-06-05 22:26:12,PAYTMP100120,payer416@okaxis,18.57,Success,UPI
2026-06-05 23:33:48,PAYTMP100005,payer172@okaxis,44.95,Failed,UPI
2026-06-06 01:23:16,PAYTMP100000,payer827@okaxis,31.2,Success,UPI
2026-06-06 05:37:42,PAYTMP100008,payer924@okaxis,9.48,Failed,Wallet
2026-06-06 12:38:27,PAYTMP100040,payer944@okaxis,47.9,Success,UPI
2026-06-06 13:46:23,PAYTMP100041,payer556@okaxis,30.34,Success,UPI
2026-06-06 15:16:01,PAYTMP100049,payer825@okaxis,47.76,Success,Wallet
2026-06-06 17:08:18,PAYTMP100141,payer695@okaxis,17.55,Success,UPI
2026-06-06 17:31:45,PAYTMP100053,payer117@okaxis,29.74,Failed,UPI
2026-06-07 05:28:20,PAYTMP100055,payer291@okaxis,27.17,Success,Wallet
2026-06-07 12:42:19,PAYTMP100070,payer514@okaxis,53.45,Success,UPI
2026-06-07 16:06:06,PAYTMP100060,payer896@okaxis,25.37,Success,Net Banking
2026-06-07 16:23:42,PAYTMP100111,payer431@okaxis,5.64,Success,UPI
2026-06-07 18:06:11,PAYTMP100145,payer729@okaxis,47.14,Success,Wallet
2026-06-08 00:57:42,PAYTMP100037,payer955@okaxis,48.29,Success,Debit Card
2026-06-08 02:00:20,PAYTMP100115,payer155@okaxis,25.59,Success,UPI
2026-06-08 02:03:37,PAYTMP100046,payer150@okaxis,36.72,Success,UPI
2026-06-08 11:37:40,PAYTMP100006,payer919@okaxis,12.77,Success,Wallet
2026-06-08 16:20:44,PAYTMP100112,payer241@okaxis,39.81,Success,UPI
2026-06-08 19:22:46,PAYTMP100131,payer885@okaxis,21.94,Success,UPI
2026-06-08 22:53:41,PAYTMP100080,payer770@okaxis,8.22,Success,UPI
2026-06-09 03:23:20,PAYTMP100149,payer627@okaxis,9.98,Failed,Wallet
2026-06-09 13:34:58,PAYTMP100124,payer794@okaxis,53.73,Failed,Wallet
2026-06-09 17:26:41,PAYTMP100031,payer334@okaxis,45.69,Success,UPI
2026-06-09 18:08:13,PAYTMP100078,payer307@okaxis,45.89,Success,UPI
2026-06-10 04:40:07,PAYTMP100116,payer543@okaxis,16.94,Success,UPI
2026-06-10 05:38:01,PAYTMP100143,payer973@okaxis,17.65,Success,Wallet
2026-06-11 02:38:10,PAYTMP100140,payer911@okaxis,45.4,Success,Net Banking
2026-06-11 03:41:40,PAYTMP100015,payer653@okaxis,33.15,Success,UPI
2026-06-11 04:27:20,PAYTMP100072,payer453@okaxis,43.4,Failed,UPI
2026-06-11 06:45:58,PAYTMP100023,payer166@okaxis,18.28,Success,Debit Card
2026-06-11 07:15:54,PAYTMP100083,payer433@okaxis,43.33,Success,UPI
2026-06-11 07:19:18,PAYTMP100038,payer214@okaxis,53.34,Failed,UPI
2026-06-11 09:08:46,PAYTMP100121,payer110@okaxis,12.1,Success,UPI
2026-06-11 14:42:08,PAYTMP100085,payer414@okaxis,38.5,Success,UPI
2026-06-11 23:55:20,PAYTMP100097,payer377@okaxis,53.7,Success,Wallet
2026-06-12 02:17:54,PAYTMP100017,payer780@okaxis,22.92,Success,UPI
2026-06-12 12:27:46,PAYTMP100127,payer945@okaxis,17.22,Success,UPI
2026-06-12 18:54:25,PAYTMP100009,payer438@okaxis,51.14,Success,UPI
2026-06-12 21:09:45,PAYTMP100065,payer485@okaxis,7.68,Success,UPI
2026-06-12 22:19:18,PAYTMP100067,payer366@okaxis,55.07,Success,UPI
2026-06-13 00:49:17,PAYTMP100014,payer496@okaxis,10.77,Success,UPI
2026-06-13 02:13:41,PAYTMP100103,payer406@okaxis,26.12,Success,UPI
2026-06-13 04:53:04,PAYTMP100137,payer204@okaxis,51.3,Success,UPI
2026-06-13 05:52:18,PAYTMP100079,payer951@okaxis,54.26,Failed,Credit Card
2026-06-13 23:59:47,PAYTMP100130,payer120@okaxis,8.44,Success,Net Banking
2026-06-14 00:16:40,PAYTMP100013,payer642@okaxis,51.19,Failed,UPI
2026-06-14 02:52:56,PAYTMP100035,payer829@okaxis,50.11,Failed,Net Banking
2026-06-14 04:11:18,PAYTMP100003,payer626@okaxis,25.67,Failed,UPI
2026-06-14 07:14:41,PAYTMP100128,payer642@okaxis,21.83,Success,Debit Card
2026-06-14 13:47:25,PAYTMP100090,payer272@okaxis,10.22,Success,UPI
2026-06-14 17:01:32,PAYTMP100036,payer469@okaxis,28.22,Failed,UPI
2026-06-14 18:20:03,PAYTMP100007,payer294@okaxis,25.05,Success,UPI
2026-06-14 20:23:21,PAYTMP100027,payer441@okaxis,32.33,Failed,UPI
2026-06-15 05:34:42,PAYTMP100048,payer857@okaxis,27.36,Success,UPI
2026-06-15 05:45:32,PAYTMP100114,payer229@okaxis,46.34,Success,UPI
2026-06-15 08:13:13,PAYTMP100099,payer825@okaxis,39.29,Failed,UPI
2026-06-16 02:15:03,PAYTMP100025,payer745@okaxis,24.51,Success,UPI
2026-06-16 10:16:53,PAYTMP100142,payer228@okaxis,51.7,Success,UPI
2026-06-16 19:26:37,PAYTMP100071,payer515@okaxis,50.58,Failed,UPI
2026-06-17 05:32:39,PAYTMP100129,payer501@okaxis,35.42,Success,UPI
2026-06-17 07:12:31,PAYTMP100093,payer675@okaxis,55.4,Success,UPI
2026-06-18 00:41:40,PAYTMP100054,payer701@okaxis,44.9,Failed,Wallet
2026-06-18 01:27:45,PAYTMP100119,payer862@okaxis,27.58,Success,UPI
2026-06-18 05:44:20,PAYTMP100098,payer622@okaxis,52.91,Success,UPI
2026-06-19 19:49:27,PAYTMP100148,payer549@okaxis,33.81,Failed,UPI
2026-06-20 07:52:03,PAYTMP100016,payer319@okaxis,42.3,Success,Wallet
2026-06-20 19:58:41,PAYTMP100104,payer412@okaxis,21.9,Success,Wallet
